TimeGenerated,ResourceId,IP Address,User,Event,Workstation
2023-04-25T08:41:15.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.7,user7@contoso.com,Unsuccessful Logon,Workstation7
2023-04-25T08:42:25.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.5,user5@contoso.com,Successful Logon,Workstation5
2023-04-25T08:43:30.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.8,user8@contoso.com,Password Change,Workstation8
2023-04-25T08:44:40.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.6,user6@contoso.com,Account Locked Out,Workstation6
2023-04-25T08:45:45.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.9,user9@contoso.com,Successful Logon,Workstation9
2023-04-25T08:46:50.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.7,user7@contoso.com,Successful Logon,Workstation7
2023-04-25T08:48:00.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.10,user10@contoso.com,Unsuccessful Logon,Workstation10
2023-04-25T08:49:05.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.8,user8@contoso.com,Account Unlocked,Workstation8
2023-04-25T08:50:15.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.11,user11@contoso.com,Successful Logon,Workstation11
2023-04-25T08:51:20.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.9,user9@contoso.com,Password Change,Workstation9
2023-04-25T08:52:30.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.12,user12@contoso.com,Successful Logon,Workstation12
2023-04-25T08:53:35.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.10,user10@contoso.com,Successful Logon,Workstation10
2023-04-25T08:54:45.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.13,user13@contoso.com,User Created,DC1
2023-04-25T08:55:50.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.11,user11@contoso.com,Group Membership Added,Workstation11
2023-04-25T08:57:00.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.14,user14@contoso.com,Unsuccessful Logon,Workstation14
2023-04-25T08:58:05.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.12,user12@contoso.com,Permission Modified,Workstation12
2023-04-25T08:59:15.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.15,user15@contoso.com,Successful Logon,Workstation15
2023-04-25T09:00:20.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.13,user13@contoso.com,Password Change,Workstation13
2023-04-25T09:01:30.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.16,user16@contoso.com,Account Locked Out,Workstation16
2023-04-25T09:02:35.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.14,user14@contoso.com,Successful Logon,Workstation14
2023-04-25T09:03:45.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.17,user17@contoso.com,User Deleted,DC1
2023-04-25T09:04:50.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.15,user15@contoso.com,Group Membership Removed,Workstation15
2023-04-25T09:06:00.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.18,user18@contoso.com,Unsuccessful Logon,Workstation18
2023-04-25T09:07:05.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.16,user16@contoso.com,Account Unlocked,Workstation16
2023-04-25T09:08:15.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.19,user19@contoso.com,Successful Logon,Workstation19
2023-04-25T09:09:20.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.17,user20@contoso.com,User Created,DC1
2023-04-25T09:10:30.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.20,user21@contoso.com,Permission Modified,Workstation20
2023-04-25T09:11:35.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.18,user18@contoso.com,Successful Logon,Workstation18
2023-04-25T09:12:45.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.21,user22@contoso.com,Password Change,Workstation21
2023-04-25T09:13:50.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.19,user19@contoso.com,Account Locked Out,Workstation19
2023-04-25T09:15:00.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.22,user23@contoso.com,Successful Logon,Workstation22
2023-04-25T09:16:05.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.20,user21@contoso.com,Group Membership Added,Workstation20
2023-04-25T09:17:15.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.23,user24@contoso.com,Unsuccessful Logon,Workstation23
2023-04-25T09:18:20.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.21,user22@contoso.com,Permission Modified,Workstation21
2023-04-25T09:19:30.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.24,user25@contoso.com,Successful Logon,Workstation24
2023-04-25T09:20:35.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.22,user23@contoso.com,Password Change,Workstation22
2023-04-25T09:21:45.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.25,user26@contoso.com,Account Locked Out,Workstation25
2023-04-25T09:22:50.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.23,user24@contoso.com,Successful Logon,Workstation23
2023-04-25T09:24:00.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.26,user27@contoso.com,User Created,DC2
2023-04-25T09:25:05.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.24,user25@contoso.com,Group Membership Removed,Workstation24
2023-04-25T09:26:15.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.27,user28@contoso.com,Unsuccessful Logon,Workstation27
2023-04-25T09:27:20.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.25,user26@contoso.com,Account Unlocked,Workstation25
2023-04-25T09:28:30.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.28,user29@contoso.com,Successful Logon,Workstation28
2023-04-25T09:29:35.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.26,user27@contoso.com,Permission Modified,Workstation26
2023-04-25T09:30:45.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.29,user30@contoso.com,Password Change,Workstation29
2023-04-25T09:31:50.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.27,user28@contoso.com,Successful Logon,Workstation27
2023-04-25T09:33:00.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.30,user31@contoso.com,User Deleted,DC2
2023-04-25T09:34:05.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.28,user29@contoso.com,Group Membership Added,Workstation28
2023-04-25T09:35:15.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.31,user32@contoso.com,Unsuccessful Logon,Workstation31
2023-04-25T09:36:20.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.29,user30@contoso.com,Permission Modified,Workstation29
2023-04-25T09:37:30.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.32,user33@contoso.com,Successful Logon,Workstation32
Timestamp,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,IP Address,User,Event,Workstation
2023-04-25T09:38:35.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.30,user34@contoso.com,User Created,DC2
2023-04-25T09:39:45.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.33,user35@contoso.com,Account Locked Out,Workstation33
2023-04-25T09:40:50.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.31,user32@contoso.com,Successful Logon,Workstation31
2023-04-25T09:42:00.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.34,user36@contoso.com,Password Change,Workstation34
2023-04-25T09:43:05.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.32,user33@contoso.com,Group Membership Removed,Workstation32
2023-04-25T09:44:15.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.35,user37@contoso.com,Unsuccessful Logon,Workstation35
2023-04-25T09:45:20.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.33,user35@contoso.com,Account Unlocked,Workstation33
2023-04-25T09:46:30.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.36,user38@contoso.com,Successful Logon,Workstation36
2023-04-25T09:47:35.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.34,user36@contoso.com,Permission Modified,Workstation34
2023-04-25T09:48:45.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.37,user39@contoso.com,User Deleted,DC1
2023-04-25T09:49:50.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.35,user37@contoso.com,Successful Logon,Workstation35
2023-04-25T09:51:00.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.38,user40@contoso.com,Group Membership Added,Workstation38
2023-04-25T09:52:05.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.36,user38@contoso.com,Password Change,Workstation36
2023-04-25T09:53:15.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.39,user41@contoso.com,Unsuccessful Logon,Workstation39
2023-04-25T09:54:20.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.37,user42@contoso.com,User Created,DC1
2023-04-25T09:55:30.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.40,user43@contoso.com,Successful Logon,Workstation40
2023-04-25T09:56:35.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.38,user40@contoso.com,Permission Modified,Workstation38
2023-04-25T09:57:45.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.41,user44@contoso.com,Account Locked Out,Workstation41
2023-04-25T09:58:50.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.39,user41@contoso.com,Successful Logon,Workstation39
2023-04-25T10:00:00.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.42,user45@contoso.com,Group Membership Removed,Workstation42
2023-04-25T10:01:05.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.40,user43@contoso.com,Password Change,Workstation40
2023-04-25T10:02:15.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.43,user46@contoso.com,Unsuccessful Logon,Workstation43
2023-04-25T10:03:20.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.41,user44@contoso.com,Account Unlocked,Workstation41
2023-04-25T10:04:30.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.44,user47@contoso.com,Successful Logon,Workstation44
2023-04-25T10:05:35.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.42,user45@contoso.com,User Deleted,DC2
2023-04-25T10:06:45.000Z,/subscriptions/0ef13098-0091-4f90-823b-df2c31308c8c/resourceGroups/GmuRg1/providers/Microsoft.Storage/storageAccounts/sentinelstorage32str,10.0.0.45,user48@contoso.com,Permission Modified,Workstation45
